epoch,train_loss_XYZ,train_loss_mask,train_loss,val_loss_XYZ,val_loss_mask,val_loss
0,0.36434041826059266,0.7188943029549323,1.0832347308344965,0.16557058006261302,0.672566732474133,0.8381373059433118
1,0.1627399317840508,0.6971100200282301,0.8598499514000392,0.10878642619886933,0.668180736116955,0.776967160118013
2,0.10516017150478757,0.691253965914975,0.7964141350837266,0.09622241708293425,0.665584008778091,0.7618064154214212
3,0.08153447222441423,0.6881945832810776,0.769729053169456,0.06261500186536868,0.6618940768691994,0.7245090814818324
4,0.06713868527285334,0.686230469523915,0.7533691523920254,0.05831380256597271,0.6606794036595167,0.7189932122694708
5,0.06334030885992785,0.6855852750780309,0.7489255854495114,0.05745305281385208,0.6600947814353447,0.7175478304030269
6,0.058289223197024495,0.6840976477988485,0.7423868712707007,0.049340825220212825,0.6581094236852145,0.7074502453339838
7,0.052722151779745915,0.682091178686493,0.73481333493219,0.04520106505723478,0.6564938169313391,0.7016948850105645
8,0.05031887439125273,0.6802670094237825,0.7305858804483952,0.04418467152259343,0.6549033970959419,0.6990880653218182
9,0.04974607205102911,0.679243635489289,0.7289897049981613,0.043802209758916785,0.653960465681588,0.6977626751657784
10,0.049176878474133344,0.6785910129986844,0.727767891129283,0.04362611808871801,0.6534896285484674,0.6971157493844496
11,0.04965925299947616,0.6781170131622843,0.727776268978745,0.04469576651631555,0.652905168962338,0.6976009294346722
12,0.05154543110021407,0.6762611727484122,0.7278066044669889,0.04952484137408853,0.6505485569129651,0.7000734013090443
13,0.05759703945636485,0.6739295736004708,0.731526613675198,0.058067327909237514,0.647614509482651,0.7056818335457186
14,0.06564982174969564,0.6709762623898441,0.7366260812538482,0.06533490938950429,0.6448605287391528,0.7101954304363172
15,0.0723588550741582,0.6682256454473402,0.7405845002466707,0.06784670423045974,0.6420478136841878,0.7098945148926569
16,0.07283899483756358,0.6647403369482836,0.7375793279382585,0.06792857160566479,0.6383268310960415,0.7062554007786214
17,0.07141759081141441,0.6624430418014526,0.7338606346053683,0.06791064213510811,0.6367164639245092,0.7046271082574287
18,0.07099805943247402,0.660097395656998,0.7310954528908499,0.06965267469221863,0.6352676842416634,0.7049203622305991
19,0.07149220098322584,0.6586433050598178,0.7301355070049408,0.06897030041105276,0.6335542089467907,0.7025245016655036
20,0.07100176589707087,0.6574099858015588,0.7284117543094935,0.06658973743737975,0.6326374139054335,0.6992271560131624
21,0.07033276339709121,0.6568985939993273,0.7272313569841768,0.06827901949924706,0.6314879585508049,0.6997669780500518
22,0.07088036032146917,0.6563216151016218,0.7272019756979188,0.06779834880853473,0.6318968569634587,0.6996952019258235
23,0.07368891514708573,0.6555438173604337,0.7292327318891569,0.08480262099202052,0.6298431296967475,0.7146457523371266
24,0.07885133387944832,0.6509154925087817,0.7297668255637467,0.07888319294976626,0.6239238873695554,0.7028070742753403
25,0.07683675198900616,0.6429537795470325,0.7197905316734525,0.07306562027836268,0.6146559936810384,0.687721617805571
26,0.07736440232674252,0.6296064857186008,0.7069708917555181,0.07637830830253331,0.5967569694054865,0.6731352886970767
27,0.08345324613431511,0.601032990804241,0.6844862399616615,0.08241345770766953,0.559055532677687,0.6414689892864509
28,0.08323966923651771,0.5630276951566476,0.6462673613700599,0.08016144224939796,0.5210177165217105,0.601179163716184
29,0.08056635103710284,0.539846227468929,0.6204125802924122,0.07663099507314969,0.5029391134734702,0.5795701063488086
30,0.07841393958924223,0.5228209401003684,0.601234879277369,0.07476505320684045,0.486893736507337,0.5616587831207432
31,0.07624832555316374,0.507915054067656,0.5841633779718532,0.07264092564582825,0.47351844103287105,0.5461593732721335
32,0.07432569993219443,0.49509333260426086,0.5694190356969745,0.07065613493103545,0.46262325262953047,0.5332793853627545
33,0.0738395906349954,0.48385542813634924,0.5576950197332418,0.0699925508383101,0.4560105590517894,0.5260031087911938
34,0.07339057690188788,0.47501409704594627,0.5484046728485231,0.07022780511846936,0.44638573639864065,0.516613548659997
35,0.07298177211916082,0.4671546161636485,0.5401363884202232,0.06939692197471944,0.4414387926415356,0.5108357135173494
36,0.07322090799871822,0.460166201319742,0.5333871111048407,0.06958831618141635,0.43448993062551045,0.5040782435102097
37,0.07334525752929426,0.45461429084459826,0.5279595486487203,0.06958142878998698,0.4299933887512635,0.49957480929945774
38,0.07340848880120196,0.44958942251335604,0.5229979104900747,0.06989422954816733,0.4258138086416025,0.4957080458821097
39,0.07334401489557353,0.4455400674117091,0.5188840774977967,0.06916868970193694,0.42337998308263347,0.4925486700373062
40,0.07344595222225139,0.4424906005634236,0.5159365519611917,0.06961807619593488,0.4212624225820412,0.49088050042633463
41,0.0736571732964827,0.4397322125911537,0.5133893889107417,0.06991837525350154,0.4179787714924433,0.48789714289977487
42,0.07351740936386941,0.43796376190867997,0.511481174020827,0.0697150606673024,0.41797309015001166,0.48768815301512547
43,0.0739624272387479,0.43695369623367836,0.510916122647943,0.06947011129166876,0.41756472140990175,0.48703482940485343
44,0.07381241113134347,0.4359783726352381,0.509790784316237,0.06961134649747241,0.41607533716170836,0.4856866897031621
45,0.07395236730597547,0.43567017968489824,0.5096225479527708,0.06975995151430456,0.4159212244295441,0.48568117319658444
46,0.07410960011555233,0.4351642030888666,0.5092738036166606,0.07012600853907323,0.4147664174041917,0.48489242484435924
47,0.0743798172284826,0.43200083717302573,0.5063806544015083,0.07093615478294789,0.4066138646419773,0.4775500161282081
48,0.07542326403297388,0.41943624181441386,0.4948595036487657,0.07196085576990009,0.3961532692641987,0.4681141239351931
49,0.0766340655534745,0.40725895132538315,0.4838930185278242,0.07189327856432372,0.3857171816811801,0.457610455849881
50,0.07657322212256702,0.3973403014586184,0.4739135250927381,0.07131166349558,0.37719117461052615,0.4485028397544647
51,0.07662176453772615,0.38827870636134076,0.46490047062423917,0.07155721726934466,0.3695064501776456,0.44106366799644314
52,0.07678866290223858,0.37973600971175486,0.45652466972830197,0.0720893744390271,0.3625174407410411,0.4346068124328039
53,0.07658978571688632,0.3726065109374997,0.4491962984407665,0.07222632885770461,0.3555743347930346,0.4278006652990977
54,0.07668418781601692,0.3656734046308109,0.4423575916223445,0.0726912516803868,0.34921426864500243,0.4219055197759364
55,0.07712339638168633,0.35964602783833516,0.436769424769677,0.07266810323196878,0.3437955273112013,0.4164636332904343
56,0.07739327861699,0.3539285484779721,0.43132182901875643,0.07329965642156151,0.33838990251574896,0.41168955838785765
57,0.0775927670192824,0.3492331947844128,0.42682596070438417,0.0733851304052502,0.3338156614155896,0.40720079017248123
58,0.07798967244703363,0.3441045976617335,0.4220942692842839,0.07340774918112432,0.33027484221796016,0.40368259084963165
59,0.0783053172146953,0.3399039943998302,0.41820931010297285,0.07390412598145044,0.32590990968510114,0.3998140362160044
60,0.078422502810029,0.335893438931806,0.414315941741835,0.07441398635462673,0.32245130841359276,0.39686529421876665
61,0.07845510205453896,0.3324876067736016,0.4109427107519349,0.07427243521343642,0.3186963476614263,0.39296878122650414
62,0.0786245204522046,0.32903387488495683,0.40765839588681696,0.07488277677589461,0.3160589959769122,0.39094177275280684
63,0.0785948382295484,0.32596390753467774,0.4045587471383649,0.07520066491797962,0.31290512564962947,0.38810579166651477
64,0.07899464996087072,0.3232887220180417,0.4022833700551181,0.07474850203874892,0.3105571312186992,0.38530563490580666
65,0.07904999161483352,0.3209789694784665,0.4000289617803694,0.07569415489305086,0.3077973834181254,0.38349153941008196
66,0.07890685348438628,0.318321006867948,0.3972278606271621,0.07522691337935693,0.3053337401520889,0.3805606502347288
67,0.07916360307513721,0.3167654916352779,0.3959290955348984,0.07539119813206625,0.30360775491480985,0.3789989513985175
68,0.0787478057122767,0.3145309539572949,0.39327876049405486,0.07531708353652364,0.30150442744075023,0.3768215115267267
69,0.07882647584589238,0.3128599269677686,0.3916864029510749,0.07551028489363229,0.30109993124430157,0.3766102139401225
70,0.07846066704186862,0.31141254051898687,0.38987320646154444,0.07457035019510264,0.2984708345393516,0.3730411858333599
71,0.07832972508037896,0.30951235005003375,0.38784207540524046,0.0751180717155645,0.29758672095329713,0.37270479321831446
72,0.07862507244376228,0.3083204720698349,0.3869455449258388,0.07571301815871996,0.29692364125828474,0.3726366566697405
73,0.07875329649611093,0.3072080138159695,0.385961311961047,0.07458882829432642,0.2944045538044257,0.3689933799009408
74,0.07864667582956024,0.30610541473319725,0.3847520928987934,0.07463068011763525,0.2942264761369137,0.3688571529578319
75,0.07855940413668515,0.305361865477912,0.3839212698894249,0.0747247469943885,0.29293813668521107,0.36766288422905236
76,0.07836979675429283,0.3040321971032506,0.38240199509426837,0.07510209362679175,0.2923804947936078,0.3674825845742296
77,0.07823029514477729,0.30327172560341814,0.38150201992371213,0.07507836990124356,0.2915436099764168,0.36662197877875474
78,0.07818755063347516,0.3021954132463166,0.3803829630553085,0.07500644927091654,0.29054655086326037,0.3655530006836298
79,0.07840326239331892,0.302197257340592,0.38060052055839416,0.07470290349648062,0.29044251306570384,0.36514541656218447
80,0.07840044444687294,0.30140525869934465,0.379805703833287,0.0745601996032186,0.2894003416760481,0.3639605412792667
81,0.07842560753924342,0.3012415707353207,0.37966717799973637,0.07505612200604075,0.28956396653588895,0.3646200912891939
82,0.07836135514479024,0.3003936276054171,0.37875498013934367,0.07489288066428672,0.28884666024056155,0.3637395403553954
83,0.0782743592415732,0.30046251098505466,0.3787368695395585,0.0746405334555294,0.28834660540288176,0.36298713940786403
84,0.07851061616292171,0.3000244937977286,0.3785351107851336,0.07496313919975342,0.2877831393111069,0.36274627906031315
85,0.0782538859475279,0.299668137282298,0.3779220239168953,0.07464666040421938,0.28835889336633824,0.3630055526716519
86,0.0783829129091799,0.29947844731416357,0.3778613611852406,0.07484625684300707,0.2874628896206881,0.36230914756260085
87,0.07817785141213887,0.2994705229305069,0.37764837241885146,0.07485809040895958,0.28772538742132947,0.36258347837974186
88,0.07834249151694031,0.2995338888680174,0.37787637942306057,0.07493268138011999,0.28730410873714096,0.3622367934139781
89,0.07821324826584053,0.29908309328912236,0.3772963422420323,0.07442529958873371,0.28753532069270943,0.361960620830896
90,0.07806894307930679,0.2992158307003737,0.3772847730926111,0.07517873350761634,0.2881386287092811,0.3633173583707275
91,0.07827749131614983,0.2990370728309108,0.3773145638722329,0.07511228597709212,0.28699937119948127,0.3621116566271205
92,0.07814968170406457,0.29860991463807185,0.37675959647955026,0.07474045969743644,0.2879607752185304,0.3627012393115896
93,0.07823870185115424,0.29900307333895926,0.37724177464045794,0.07499643219607417,0.2878339153475466,0.36283034754362076
94,0.07831737610718634,0.298649586025352,0.37696696062098567,0.07525013655336206,0.28696310511380874,0.3622132394693594
95,0.07888083306681577,0.29718209757482994,0.37606293174095673,0.07512629977193906,0.2862448955180019,0.3613711963888466
96,0.0785246834966891,0.29513886365359315,0.3736635485244211,0.07488483008118155,0.28308389329277306,0.35796872502231314
97,0.07889708500645426,0.2932690213149608,0.3721661087948649,0.07496869856365311,0.2816447004631909,0.35661339847739115
98,0.07899399614562763,0.2913427518901241,0.37033674803575173,0.07522242654741337,0.27849215541617356,0.35371458196358696
99,0.07862272417795961,0.28958823497512604,0.3682109586034301,0.0756047885853984,0.2767177809656194,0.35232256955101776
100,0.07847432914210263,0.28763190049256226,0.3661062270238012,0.07473161515496825,0.27547289004719716,0.35020450355380683
101,0.07865982042912055,0.28609517688286873,0.3647549978616448,0.0749553556507316,0.2746176557027485,0.34957301519965
102,0.07823010221568916,0.28436270775015793,0.36259280914136377,0.07475439327216782,0.27195189071264236,0.3467062889298858
103,0.07854576539681082,0.2828746786727891,0.3614204444818416,0.07537405245599493,0.2703950248636679,0.3457690784185685
104,0.07846802170757701,0.28110272448602,0.35957074646842474,0.07545742423309337,0.2698582599824157,0.3453156831166034
105,0.07861814994470785,0.28005954921135645,0.3586777002553753,0.07472171181686509,0.2683839285444018,0.3431056409107197
106,0.0787214714414033,0.27847521224174937,0.3571966831334971,0.0752500305089627,0.26673662935034714,0.34198666260657407
107,0.07848314479218775,0.2771985081235055,0.3556816538775904,0.07501070093704185,0.265500318687574,0.3405110212729744
108,0.07833694082065422,0.2756891034925525,0.3540260430764818,0.07546294843201089,0.2645919060988412,0.34005485892647486
109,0.0786828898836088,0.2743636454791875,0.3530465338512436,0.07556124554622841,0.2638689953844808,0.3394302475241433
110,0.07857910227903094,0.27340385844372417,0.351982960860169,0.07684476684592115,0.2622598106354739,0.33910457803084787
111,0.07854595214227432,0.27230153089077963,0.3508474813840874,0.07492324727474764,0.2602197713380718,0.33514301641500804
112,0.07794854488486251,0.27068034116740775,0.34862888701416744,0.07509484964046506,0.2584359726722965,0.3335308228622144
113,0.07833943666896447,0.26964593124934905,0.34798536626934695,0.07536938265625355,0.2578726977901121,0.3332420853914413
114,0.07855003415900638,0.2686376821858467,0.34718771716933633,0.07602778430973182,0.25832265791288167,0.334350443870972
115,0.0784206250493529,0.267338372384961,0.3457589953731057,0.07560119461433022,0.25602887689539816,0.33163007425699265
116,0.0786512092508895,0.2668487216572355,0.3454999311829528,0.07546331436760657,0.2554459425903703,0.33090926025469397
117,0.07842194133691355,0.2661134051423546,0.3445353484030625,0.07556343621472693,0.2548705555696403,0.3304339923338201
118,0.07821386978882171,0.26439844143869956,0.3426123109526935,0.07631336902007241,0.25261784944914084,0.3289312212164775
119,0.07818282290891895,0.2640287480816899,0.3422115714028505,0.07587998973584809,0.25270476629600414,0.32858475383404084
120,0.07820212351290866,0.2625377970355677,0.34073992041106244,0.07549090074666481,0.2515455856259945,0.32703648802101787
121,0.07833791426058319,0.2618585113052599,0.34019642487877366,0.07533081051698476,0.25009016415714164,0.32542096917959795
122,0.07853491148663728,0.2614190062004365,0.339953917412246,0.07582309114634112,0.2495633026139926,0.32538639540869224
123,0.07848730527224553,0.26040690789931553,0.3388942134463888,0.07643151017328982,0.2487065561753107,0.3251380625024306
124,0.07840589345688752,0.2596856933464999,0.3380915883149401,0.07551702887786876,0.24759541526656587,0.32311244304552894
125,0.07851370879971467,0.25906351792420995,0.3375772267239246,0.0755839731137661,0.24764649899659957,0.32323047650598846
126,0.07861376589226661,0.2581649130448693,0.33677867948679147,0.07595422356265837,0.2475113951351087,0.3234656159505028
127,0.0783886482897213,0.2571935354234195,0.3355821816519326,0.07554144766126762,0.24599410307794195,0.32153555293702096
128,0.07815817319480575,0.2562212547179475,0.3343794276379255,0.07600709905842412,0.24582154851044175,0.3218286464699602
129,0.07846317512001423,0.2559839076922855,0.3344470830871275,0.07534065616253906,0.24410450396987893,0.31944515518734234
130,0.07841268060326972,0.25509128471398784,0.33350396215673833,0.0756432222625499,0.24350779598089797,0.31915101549618363
131,0.07833042108168332,0.2539970500141173,0.33232746958424797,0.07591407998824894,0.24261147355259696,0.3185255513430345
132,0.07838670347107156,0.2532990207556911,0.33168572587572925,0.07560722760658349,0.24191035413812395,0.3175175800963489
133,0.07859091533808987,0.2526452777923055,0.3312361950541897,0.07556842634547777,0.2421321660543965,0.31770059185042143
134,0.07840632150112506,0.2515913735166857,0.3299976941933275,0.07568934113666372,0.24053910335080814,0.31622844283911333
135,0.07858699107249255,0.2512721401855366,0.329859132632168,0.0754185713234201,0.24048554048953155,0.315904114010763
136,0.0781655098592958,0.25034755199037323,0.3285130608877719,0.0757701403755354,0.23986788955585794,0.3156380271841291
137,0.07828580499332974,0.2499787870015398,0.3282645907581446,0.0754837666509074,0.238965268200126,0.3144490354004863
138,0.07795525878964646,0.24947990810726015,0.32743516937035644,0.07546107369889904,0.23857201600672573,0.3140330886067191
139,0.07808766970551792,0.2498752890654219,0.3279629568471455,0.07520217756166571,0.23800426528165475,0.3132064455905847
140,0.07774999900437597,0.2490420527934852,0.3267920515230334,0.07486180361129541,0.237188106924735,0.31204991108548324
141,0.07773955664877433,0.24916401558237206,0.32690357168149087,0.07494078635905696,0.23800968178781437,0.31295047309194696
142,0.07778209064201164,0.2483560840765166,0.3261381752681838,0.0749790997060351,0.23748755982491823,0.3124666556847834
143,0.07750265443184332,0.24786846652456598,0.32537112054416767,0.07434586354237391,0.23719534102091044,0.31154120126656726
144,0.07735368225768852,0.24755862625662756,0.32491230933879933,0.07497738816041861,0.23703113044433538,0.3120085175058483
145,0.0773215833371172,0.24730249722696063,0.32462408097631945,0.07447795420445524,0.23612750798551735,0.3106054610910669
146,0.07716569800805184,0.24682084508638724,0.32398654268219745,0.07479474453975317,0.2354386919191805,0.3102334375578394
147,0.07731896477821171,0.24718840055824515,0.3245073665731818,0.07419546126528123,0.23627634267363928,0.31047180558727905
148,0.07692379832311734,0.2465676715544606,0.32349147125171673,0.0742042937197868,0.23567149179347496,0.30987578771107316
149,0.07723331649292003,0.24676329148119114,0.3239966085237667,0.07420662394930831,0.23526169887158724,0.3094683222714427
150,0.07684738507507385,0.24613267582353743,0.3229800613108529,0.0739340096228594,0.23506322001988908,0.30899722579657857
151,0.07671330169486366,0.24584260529057647,0.3225559069854401,0.07378258975909523,0.234719976826755,0.30850256438803886
152,0.07666529766728807,0.2456784163155445,0.3223437141202464,0.07403869852203887,0.2352163701106665,0.30925507302832816
153,0.07655260028411699,0.24539725020203543,0.3219498496616691,0.07441430393837195,0.23481943548428977,0.3092337388732089
154,0.07676235226655262,0.2458052559230478,0.32256760640321996,0.07398565928932488,0.23451798916917987,0.3085036457112405
155,0.07666501803004139,0.2456170942720915,0.3222821136762717,0.07349719021436388,0.23427331342106372,0.3077705063826918
156,0.07654656905149103,0.2452882001954926,0.321834769934053,0.07391099853765297,0.23433292795599034,0.30824393033981323
157,0.07650308278006233,0.24479264589263608,0.32129572826045677,0.0740582480543131,0.2348340674135889,0.3088923132700906
158,0.07655665371876193,0.2453830589209479,0.3219397107159155,0.07381834815033769,0.23416326790608488,0.30798161715532824
159,0.07632659237704036,0.24484050357442902,0.32116709842491925,0.07364138642155667,0.23410031819238072,0.30774170406448453
160,0.07647094442170733,0.24435353846358268,0.3208244816485651,0.07392846179746948,0.23442483163688738,0.30835329782997967
161,0.07618754354626084,0.24425331702402975,0.32044086002063504,0.07359743184220474,0.23355474777981244,0.3071521807209229
162,0.07629000593137583,0.24488801030117135,0.32117801623254716,0.07370036469008719,0.23367355596878536,0.3073739201094197
163,0.07623110360894332,0.24399995276163708,0.3202310576073053,0.07404465568979933,0.23339960317520264,0.307444258865002
164,0.07632979137217677,0.24394955567133378,0.32027934869247715,0.07375696053107579,0.23381572029935224,0.3075726857755037
165,0.07626526731048199,0.24447660551041267,0.32074187501951673,0.07341629482124408,0.233301889579908,0.30671818550005775
166,0.07612458407900861,0.24403310331063532,0.32015768738964395,0.07336550999355879,0.23334707218637157,0.3067125788832133
167,0.0762022255323154,0.2439742368532256,0.3201764608739883,0.0736534738347242,0.23346459795240104,0.3071180662925968
168,0.07628384649159943,0.24411301332969412,0.3203968622947434,0.07344274438236316,0.23262079002934571,0.30606353441170886
169,0.0761224123900423,0.24424101573345364,0.32036342674935714,0.07337620234594935,0.23242846504952705,0.3058046673954764
170,0.07599592263827856,0.2433899299481046,0.3193858523115554,0.07322499621934243,0.23288914829404656,0.30611413901886053
171,0.07603021276058723,0.2435901425215469,0.3196203534957537,0.07339492000661417,0.232858676738092,0.3062535989425175
172,0.07598209289311043,0.24361699814068263,0.319599092270518,0.07343236192137795,0.23322010791934697,0.30665246654400785
173,0.07575706777010664,0.24304478695497264,0.31880185486249313,0.07324576333912425,0.2325342841732115,0.3057800475123358
174,0.07598994966913791,0.24343276652670662,0.31942271605843064,0.07348016541791877,0.23335926344612706,0.30683942996295155
175,0.07605714491925439,0.24347795233300848,0.3195350980767461,0.07310124240529924,0.23312909984658953,0.30623034390024734
176,0.07611082743802487,0.24363510077046274,0.31974592724659046,0.07334076098899926,0.23304685884344895,0.3063876214808067
177,0.07609083660411377,0.24342037289400287,0.3195112105974277,0.0733053509508614,0.23350112557762845,0.306806475979037
178,0.07592427311722795,0.24335444666107217,0.31927871950347236,0.07339866672557364,0.23299335312526837,0.30639201930138915
179,0.07589232205399198,0.24330510298557625,0.3191974243524988,0.07288739535748782,0.23283619862214655,0.30572359233127583
180,0.07566650652634795,0.24305101620100028,0.31871752121579555,0.07337757048353685,0.23268470018662535,0.3060622706701622
181,0.07581191624565259,0.24299584425317983,0.31880776091107405,0.07363064626676846,0.233138032850966,0.30676868021664017
182,0.07586801779837417,0.24331091504306293,0.31917893119247054,0.07317702733749486,0.23238235166994167,0.3055593806557951
183,0.0760818346208068,0.24328845474430663,0.31937028881545787,0.07345119331878196,0.2329605848564159,0.30641177542793363
184,0.07597425700399278,0.24348253865868172,0.3194567958000884,0.07301848052086028,0.2322956776812365,0.3053141576526439
185,0.07594609526592355,0.24341416728316265,0.3193602652973638,0.07289068053605634,0.23228269960500497,0.3051733746465328
186,0.0760362769725445,0.24323598325406437,0.31927226050143664,0.07338393974093209,0.23268589909273615,0.3060698399325739
187,0.07568388319859774,0.243057506258573,0.3187413883578597,0.07337315947608611,0.2320130248512842,0.30538618872299306
188,0.07589280588826497,0.24314543272858835,0.31903823696788675,0.07334093791281579,0.2326745825619121,0.3060155210241807
189,0.0765663831711519,0.24308284867605745,0.3196492307478983,0.07464591699451824,0.2322990447282791,0.3069449644700616
190,0.07736056188361225,0.2430709346177964,0.3204314955395115,0.07438030929076636,0.23200114128512267,0.30638144563081343
191,0.07753856274000792,0.2426668600330754,0.3202054233227388,0.07438712085770295,0.2317551765206289,0.3061422951805205
192,0.07736513707876118,0.24212321417000143,0.31948835262290143,0.07432560246866361,0.23103405152801917,0.30535965015051286
193,0.07705037547010903,0.24139698950710528,0.3184473649772143,0.07417367545992223,0.23072013043548506,0.3048938108404829
194,0.076800197285948,0.24141630357765528,0.3182164986649812,0.07397876695281988,0.23047611732750165,0.30445488373086865
195,0.07665268307306458,0.2408917499991283,0.3175444321102957,0.07447641628593822,0.23017277210335466,0.30464918564202864
196,0.07692878026335233,0.24000371691926473,0.3169324973200309,0.07458393761454078,0.2295477508091997,0.3041316889731933
197,0.07630081793031583,0.2397123893241256,0.31601320725444143,0.07542138671980494,0.22951268912416645,0.3049340791406885
198,0.07649703340880416,0.23965986781523088,0.31615690259817386,0.07323020283451474,0.22857935445322752,0.30180956058445935
199,0.07648871176161919,0.23894971920220626,0.31543843027675605,0.07352271889251243,0.22790109557388102,0.3014238183125634
200,0.07643354118793752,0.2393102028061217,0.31574374468112865,0.07322901986253648,0.22758066236621158,0.30080967948148385
201,0.07633304753148745,0.23847004087461135,0.3148030878564433,0.07354377392558573,0.22749765872252023,0.3010414342964645
202,0.07590908077602147,0.2382437636363291,0.3141528453742477,0.07269559070951467,0.22754001494354203,0.3002356023563396
203,0.07618941718452049,0.23749053961937827,0.31367995529234605,0.0752968669684939,0.2270448106755901,0.30234167929244254
204,0.07595573416256632,0.2378516643964598,0.3138073978719567,0.07299121062664156,0.22663627709962625,0.29962748333064504
205,0.07595882281435674,0.23723435644864244,0.3131931787133437,0.07259678260415,0.2260926627391911,0.2986894442444354
206,0.07589208515246211,0.23679586243515127,0.3126879463508885,0.07301374423732448,0.22598120073477426,0.2989949466204573
207,0.0757981795296815,0.23678753323020288,0.31258571427143705,0.07277963226963285,0.22554323956326397,0.29832287348125536
208,0.07565453763994859,0.2360765895404661,0.3117311296538645,0.07256573357325388,0.22574135467717782,0.2983070909976959
209,0.07558894353636689,0.23551398798224232,0.31110293220567864,0.07261396564301488,0.2246834381667562,0.29729740106250685
210,0.07543277238643024,0.23513761383719392,0.3105703874603491,0.07280421588888562,0.2245023033436069,0.2973065197819454
211,0.0754350273482081,0.2352523461825203,0.31068737394297,0.07178353469895754,0.22488310603441392,0.2966666401839186
212,0.07490262894866125,0.2343798650559883,0.3092824940046495,0.0734206107733524,0.2239248393911176,0.29734544961501713
213,0.07510209756335487,0.2344528565609952,0.30955495439917785,0.07219843643341092,0.22359985121935166,0.29579828710330974
214,0.07524024578356206,0.23437184365813207,0.30961208944169416,0.0718914977876486,0.2234346999795036,0.29532619721769937
215,0.07501814125517293,0.23384025311478826,0.308858394644789,0.0732388561673924,0.22403490358749323,0.2972737570076214
216,0.07508006379728342,0.2338174940782559,0.30889755979933364,0.07302895968554646,0.22363772610295837,0.2966666841401463
217,0.07502574546448817,0.233298718753401,0.30832446421788917,0.0724894134739859,0.22292481323259067,0.2954142327505579
218,0.07445241641686087,0.2323769829955676,0.30682939900018685,0.07145365364959458,0.22250673126506243,0.293960384914657
219,0.07493239897878703,0.23289751639360873,0.3078299144104986,0.07127892874335118,0.22238753626128566,0.29366646500463683
